portfolio_id,success_rate,equity_weight,w_voo,w_bsv,w_biv,w_blv,w_vb,w_vo,w_vv,w_vtv,w_vti,w_vwo
71,0.7534,0.8267040186890448,0.10774783997022284,0.052415162306307855,0.008777488231288412,0.11210333077335904,0.09452187157009793,0.016215946778363848,0.5126776913929554,0.03593360918802478,0.01566159030861494,0.04394546948076505
1909,0.7531,0.8780393604016044,0.03455089652879448,0.0005679080808229887,0.04161609906468906,0.07977663245288368,0.009397979977453974,0.15117012945374667,0.43100470790374334,0.19561458900448497,0.007938538790499173,0.048362518742881694
1815,0.7495,0.86533297209667,0.22990487736176982,0.0033196789292369413,0.07541273177055245,0.055934617203540545,0.04581699657045621,0.01263519856214481,0.39740378077480715,0.04673552693795437,0.12216869929610055,0.010667892593437306
2576,0.7456,0.8573814858656879,0.006717292895412971,0.08007560127695418,0.058881750853290865,0.0036611620040672326,0.044525288984185625,0.2749392562157839,0.40738196305281527,0.01953070592037495,0.04002955210939577,0.06425742668771943
594,0.7451,0.935879880335684,0.044556496247049715,0.005720640362655791,0.040529249785847224,0.01787022951581294,0.11962722933489754,0.0027779238437713534,0.3979468089142319,0.1791215225874121,0.10694918319789154,0.08490071621042981
3840,0.7432,0.8107689634888171,0.02413234742263552,0.09988845985026401,0.07672291100401438,0.012619665656904486,0.046574952627785465,0.018170396347157333,0.45574228270557465,0.09398629993498744,0.09146047666982245,0.08070220778085421
196,0.7418,0.9754159051827146,0.11078089857136919,0.008149441277315926,0.009272233614254163,0.007162419925715507,0.0934230213226955,0.07659208978522383,0.2748178004685428,0.27591488564808353,0.13219821266307025,0.01168899672372938
1470,0.7416,0.8315518781978835,0.1445235837886111,0.11482359992491181,0.014077698113714641,0.039546823763490065,0.07767600866839114,0.016804425794270765,0.39473886887782916,0.04540305452714189,0.13530360618870735,0.017102330352932023
1169,0.7402,0.8251201339556858,0.09096579126162493,0.11144026858973728,0.0368847206856133,0.02655487676896387,0.05646740802720892,0.12307903131584347,0.369958242531453,0.152966428553092,0.02717585726966528,0.004507374996798084
2319,0.7358,0.9384910154165651,0.06133641873387984,0.011308663275613575,0.038286683285481335,0.011913638022339655,0.008975511974936021,0.4405675757452964,0.31081823078884874,0.05983255590050712,0.025475606982736147,0.03148511529036094
279,0.7355,0.7616102910239969,0.14700204090492527,0.1004837456218209,0.0014966883765152623,0.13640927497766686,0.04750796321928786,0.03713165183085382,0.5017795293554098,0.017656104710289503,0.006370832167130202,0.004162168836100444
2757,0.7289,0.8976032183830744,0.13899669393639602,0.012232242330484233,0.052794933417029274,0.037369605869412195,0.04801889133163117,0.01826525110538719,0.3449201870168716,0.11038984813918892,0.19389635719219397,0.043115989661405486
1746,0.7284,0.8631950797596448,0.042480262514704784,0.09999981553236417,0.00011662753314346101,0.03668847717484743,0.04035086503252776,0.009433862254018094,0.392978442305051,0.06241040439212073,0.24131606644065542,0.07422517682056708
2290,0.7283,0.8274820041074769,0.25895964222165263,0.09570232254041737,0.05266519609680172,0.024150477255303972,0.009401645922341176,0.08890886843367436,0.3584715602908362,0.032184644901587026,0.070997938382334,0.008557703955051474
3928,0.7252,0.7832656654589778,0.06133147073331012,0.02848562783816514,0.15036846526305359,0.0378802414398034,0.01628945647405034,0.03529207665138841,0.410376665507062,0.14899642794444962,0.09048129974331001,0.02049826840540741
3623,0.7247,0.8422685998274436,0.0881861191102678,0.0011418786436642014,0.13628857343902276,0.02030094808986914,0.05664458078533702,0.014957070526821749,0.35178390352552547,0.11546745166145249,0.20127449253350185,0.013954981684537389
2950,0.7247,0.8641738068507856,0.007975427875498277,0.08308242089338927,0.03180379782781286,0.020939974428012167,0.06391664393679677,0.07488484260681076,0.33436573684629795,0.3394680221211681,0.03126322732932984,0.012299906134883899
3006,0.7219,0.8254131245050664,0.019698007629835288,0.03545364785409334,0.02015958817723137,0.11897363946360862,0.06933757110216404,0.009301648209688844,0.524093962865582,0.031809643432738725,0.06839639408917356,0.1027758971758841
4582,0.7168,0.8791433059599686,0.003765218487637723,0.043603406474695246,0.014628621071076996,0.06262466649425934,0.00208574950488253,0.08970824956483535,0.4775232193388419,0.034994409932831205,0.10342146133739624,0.16764499779354355
2363,0.7159,0.8380436629374606,0.10394281896036899,0.08542835623483913,0.0521127499350977,0.0244152308926025,0.18359061444834696,0.03361097245110509,0.36411613162022993,0.013234099986063891,0.13212677706179168,0.007422248409554074
1512,0.715,0.7760439043472824,0.1251270587407484,0.04575466984139709,0.16653467623156248,0.011666749579758075,0.1126957037528283,0.07913193102984792,0.4247140793885583,0.005686084006299238,0.00013476729744775796,0.02855428013155245
2343,0.7149,0.8949502693975272,0.06077584447626769,0.031145644053598362,0.05822948693974978,0.015674599609124668,0.17440371426209358,0.12941937128330125,0.3091202730801461,0.1482890372560554,0.06811463043317997,0.004827398606483046
4691,0.7138,0.7851333954442041,0.09943184080577692,0.05691920281803009,0.036997075608932846,0.12095032612883294,0.01057051206368281,0.014807049550192398,0.42127997717594695,0.06881336042201813,0.16832151791167435,0.0019091375149124915
1204,0.7124,0.7926528506104958,0.02345287160762075,0.1361215707460199,0.059867506201137344,0.01135807244234684,0.05401890074849866,0.23726054441596608,0.3588026946662498,0.10304262987733794,0.0026158077121162912,0.01345940158270636
1053,0.7123,0.9319315429101876,0.05556065408473215,0.013990123523851684,0.01765726238905348,0.03642107117690728,0.0018165692617394516,0.1554343097976982,0.3612353415631339,0.04710910721397373,0.18297979354606092,0.12779576744284923
521,0.7118,0.9214359709331599,0.11156937168805378,0.026271240942705935,0.026621873746478588,0.025670914377655608,0.12091132428712255,0.16370249992912694,0.36023802965607005,0.06836016284167289,0.011140160042949258,0.08551442248816447
2115,0.7115,0.9112298972411921,0.28463278610529225,0.05594879420060202,0.005953786884293331,0.02686752167391255,0.05229189804705039,0.05804288237048991,0.3224721483094316,0.13623636961849941,0.0048146315856108,0.05273918120481778
2033,0.7114,0.934258210975442,0.1013737963736703,0.030271811034416417,0.034378017521236474,0.0010919604689052151,0.10691941107971828,0.2597331812938916,0.31726601621656825,0.07121180684690073,0.00875879348755978,0.06899520567713298
3004,0.7114,0.7601522292219249,0.003578312017348105,0.12744594007672977,0.07100425414206393,0.041397576559281446,0.14980611408976074,0.06121572712924953,0.43239402218114653,0.010890577372559962,0.0816246971655926,0.020642779266267498
291,0.7113,0.7164555543992778,0.039572900814753946,0.21676226868689616,0.04710129985255293,0.019680877061273156,0.0729658504391034,0.06108825586312932,0.43010286247855495,0.015805653112095933,0.07685172338939932,0.020068308302240885
1606,0.7098,0.9250671898355688,0.15334915703360455,0.04905752266170636,0.021195305865471872,0.004679981637253048,0.09498638733483096,0.006002809686450508,0.2534840056169176,0.08867468672144642,0.32318365719745323,0.005386486244865484
573,0.7043,0.7349462578703928,0.03689724440987032,0.022944472050262708,0.20361659099973137,0.038492679079613096,0.004058164589567435,0.0212346995326738,0.47930652248892386,0.018186012297663232,0.10634765161921471,0.06891596293247945
2020,0.7034,0.9035489500568491,0.04351639555557486,0.008583762449802105,0.06307642420618376,0.024790863287164865,0.175442595728693,0.028926540626913723,0.3454187665826435,0.11578456758380158,0.13535438207138764,0.05910570190783481
2584,0.7019,0.8430792869643998,0.037514657127327246,0.10290510419074526,0.03220360611835323,0.021812002726501627,0.2012160692412062,0.12312004816735815,0.3570297836340916,0.03870377735834932,0.05980318734631679,0.02569176408975056
496,0.7004,0.8843092180897115,0.08616191407631947,0.028746406477236325,0.016078197859305605,0.0708661775737464,0.1380419747927011,0.18956542719493397,0.3395199399818216,0.05637443664261766,0.05062613145761429,0.024019393943703334
3353,0.7001,0.7824189958794956,0.16996794631455833,0.009792744540172465,0.02872630905055727,0.17906195052977444,0.0513629831258471,0.049714944167199716,0.48081831665391406,0.003962460638972825,0.01543907995209854,0.011153265026904852
2288,0.7,0.8614580907226985,0.13304251873976058,0.09006530331986094,0.010900210241054998,0.037576395716385484,0.05781343082635682,0.19032226423537973,0.2925817674288003,0.032954009845862706,0.14491578528622043,0.00982831436031795
225,0.7,0.8548696066872992,0.05955126931715732,0.07474837927461152,0.02827555546136518,0.042106458576724216,0.070267695731881,0.044338039146554736,0.308626191567302,0.07631853852857386,0.2805741454614746,0.015193726934355667
1988,0.6999,0.8961677846843412,0.044608505155867915,0.027172001326126023,0.04576030494339348,0.030899909046139346,0.03009027317331859,0.07238410059012898,0.4203731287723946,0.01603665421000868,0.1499058339022555,0.16276928888036685
3867,0.6992,0.9623442363298451,0.0638960663554206,0.006655511094463487,0.011201303950767183,0.019798948624924425,0.20094990068965596,0.12347682899852133,0.32036650756566926,0.05150544659143255,0.12215731242001794,0.07999217370912745
846,0.6978,0.7890723910764653,0.00766116055681889,0.10009597630799441,0.10317325397174133,0.007658378643799143,0.01178141557052824,0.20107622918163692,0.33794572453159527,0.07317340219513031,0.1303245639793425,0.027109895061413144
1919,0.6955,0.9044701553902386,0.03510538044915139,0.02604835292131346,0.0001493479277127909,0.06933214376073514,0.1861073499937822,0.18531384498561504,0.3246522264606521,0.0261583271547432,0.12323534711728527,0.023897679229009414
2996,0.6942,0.9239531515279295,0.05688351989582841,0.027251374818857883,0.01174436388224414,0.03705110977096864,0.020890731794671828,0.1743342545572864,0.33530828798516465,0.19177357513636797,0.03168220221952085,0.11308057993908927
1107,0.6926,0.8927548699013848,0.09817994953344028,0.016336648618715036,0.017626934940469418,0.07328154653943096,0.05326346683536877,0.03955263114895269,0.31107694938793085,0.32314214374623557,0.04078956039051871,0.026750168858937832
4670,0.6921,0.7306582085314424,0.024393390390489798,0.021388552032823253,0.16456536521697293,0.08338787421876134,0.053042990613307514,0.02327913496840002,0.45423330215334473,0.09260878765219284,0.06060190356560091,0.022498699188106503
132,0.6921,0.8742748776083031,0.15083296158296966,0.08948783970968216,0.032393894525825126,0.00384338815618957,0.10794115177278724,0.08082772240467631,0.3132125826759618,0.030585098759519203,0.13633736525616574,0.05453799515622303
458,0.6918,0.8004143955198194,0.10710448023217851,0.1144147002714747,0.08114679562043621,0.004024108588269744,0.0028366549698557717,0.02441007434958475,0.30876004000742946,0.08059221738366483,0.2647837761349401,0.01192715244216604
4538,0.6903,0.9683549080097088,0.09437680192324559,0.012387687138304853,0.012970466390799492,0.006286938461187006,0.028715349545054905,0.1419138110897801,0.3146529749245042,0.11550540034940118,0.12006939385273747,0.15312117632498526
2177,0.6896,0.9778479177552754,0.06817574985307288,0.0013300279208389898,0.008467633627136643,0.012354420696748868,0.10597925974968474,0.47770778062152547,0.22414858185612996,0.05168033430879319,0.03049389626078578,0.019662315105283348
357,0.6891,0.74037051940581,0.10590705210545999,0.1541496719658135,0.08314564106512655,0.022334167563249928,0.0737561620099263,0.11932854774233566,0.3824426009500733,0.0419819604699534,0.006830226991911291,0.010123969136150067
895,0.6885,0.8934448642670543,0.02769164696791215,0.0010546939904482518,0.08626742327015423,0.01923301847234346,0.24040113831663545,0.025338574773975116,0.3017086940307603,0.16239613001174166,0.12295285305033474,0.012955827115694733
4832,0.6881,0.9438199838227065,0.15094894171777265,0.03720617876733653,0.0061854217798921925,0.01278841563006467,0.11858728686755601,0.19921259618117357,0.24929972738471243,0.1269247628059728,0.05410321103605447,0.04474345782946469
3154,0.6878,0.747695157138779,0.01161349102060596,0.1717505646278242,0.017692553725837275,0.06286172450755928,0.08353915153861247,0.040797405151401026,0.3869591067326572,0.08944836852637822,0.12926465598350081,0.006072978185623262
3479,0.6874,0.928560445465713,0.005052987025262799,0.00306675284156908,0.013430145558497964,0.054942656134219864,0.18213999018604826,0.06339943106429863,0.31729452170003436,0.06281603392627383,0.23952826659790735,0.058329214965887714
1922,0.6859,0.8224657453255315,0.009801552210330779,0.07661063841819044,0.036548486679445116,0.0643751295768329,0.016281855464229347,0.03911357133381553,0.43220245099568894,0.16997412383793672,0.038034233630534514,0.11705795785299562
2552,0.6849,0.9174632649341423,0.06714896939856162,0.017812312551293168,0.05566762141393707,0.009056801100627336,0.044604472857784454,0.00968812416059485,0.29614778710897477,0.4178700489772425,0.008530980623687179,0.073472881807297
998,0.6836,0.8638677122553524,0.13713177319452616,0.043175538698059686,0.08841758828844413,0.004539160758143617,0.09562645163748511,0.13986421693707973,0.27765323773487205,0.07181769462881225,0.12010653977097624,0.021667798351600952
390,0.6833,0.8347688947598025,0.028703525680406572,0.06366814901185724,0.07586880990690388,0.025694146321436313,0.0219284567778132,0.11351208807288157,0.29047489141315164,0.07436855018685586,0.28235611611709777,0.023425266511595884
2921,0.6823,0.7724302375112889,0.014236765757461363,0.12561531072082627,0.04037984812154072,0.06157460364634412,0.04003331209458205,0.20616430122718227,0.3967716361502482,0.05589038118220829,0.012815159868336564,0.04651868123127028
3375,0.682,0.9488383513376184,0.11567088447412742,0.007280555665787906,0.014018874192240061,0.029862218804353597,0.0178421338007542,0.007493988846918847,0.3761520532248045,0.16163307630452572,0.08365824240338107,0.1863879722831067
392,0.6816,0.7781421819070719,0.071395191779349,0.12301586795744901,0.0012464893007578179,0.09759546083472134,0.01707502285626307,0.1245989892638449,0.44366822523325705,0.009780448558485375,0.03384706265921451,0.07777724155665791
1752,0.6797,0.9011418320487654,0.1980318258857641,0.0359841797762549,0.026163304341956045,0.03671068383302365,0.0923516788448107,0.2425999973091066,0.27281074907062597,0.031453197418098565,0.033949436145391705,0.029944947374967744
4159,0.6795,0.8037862529160625,0.04055683864616765,0.0782537559369021,0.04265510439214349,0.07530488675489183,0.05928289597580615,0.023608486553886063,0.34159753023673967,0.04307309067258267,0.28492649291692435,0.01074091791395608
30,0.6787,0.9148009232752398,0.03333114797354135,0.018953403931877298,0.04146955555616122,0.024776117236721545,0.0408254630987747,0.0524737855086885,0.36140586683084,0.08852463700054414,0.18275619277731675,0.15548383008553449
3552,0.6773,0.9448569085548991,0.043917244653463576,0.0031264475111006025,0.03115516527491334,0.020861478659086916,0.03844404797590483,0.07519320128109262,0.22379737405049444,0.4734118053565759,0.06307559626587178,0.027017638971496012
3688,0.6768,0.8282554665858723,0.058249748812646746,0.0620523808863716,0.07532338119073238,0.034368771337023644,0.0671951212371922,0.012582410848154958,0.43677464096653634,0.029768807100941104,0.08179147472857519,0.1418932628918258
2256,0.6759,0.835855149780969,0.15442961964256507,0.06848120595779801,0.07276716822570743,0.022896476035525585,0.09368402802918292,0.018819260034738678,0.28628880546718416,0.19273615806496575,0.08609125235686509,0.0038060261854673248
1097,0.6757,0.9242846331184928,0.045219085586550495,0.028712376291437493,0.00865300925948715,0.038349981330582567,0.20290327539712816,0.00883870937950247,0.44531888442206014,0.036410873475522035,0.0030400286814838582,0.18255377617624574
4344,0.6753,0.8056441210123984,0.013029420055094438,0.0732381119629397,0.004859053379982129,0.11625871364467989,0.14941746047837912,0.13372465451658527,0.38544729020489066,0.07093048594715536,0.038781730611948464,0.014313079198344965
4553,0.6729,0.8265894990983884,0.24232368399860568,0.09849677640628897,0.03303848420653597,0.04187524028878678,0.11165917590287464,0.01609158694701484,0.3219163785857618,0.05808148497288823,0.06464009796280004,0.011877090728443205
2167,0.6726,0.9334922208310827,0.10057498346634615,0.017949082967952938,0.0297631570124565,0.01879553918850778,0.21697136380016563,0.07039591318220213,0.2536742222399039,0.23961744000939267,0.02868569855357756,0.023572599579494702
221,0.6686,0.7265334892391531,0.0309034669024897,0.12956449422465718,0.08011438943736084,0.06378762709882889,0.005929687109335328,0.05772978444625056,0.4084903229556805,0.04522060828594854,0.13721777863384338,0.041041840905605
126,0.6682,0.8916573991196113,0.016183947289175323,0.03293484345189748,0.010670651311043767,0.0647371061174475,0.07340564819144152,0.2582833275934107,0.2562837449168214,0.2626923194331405,0.01409666376784111,0.010711747927780632
1564,0.6673,0.8796353956101445,0.009836654243219965,0.007684935407270686,0.08749094975382808,0.025188719228756623,0.02041053777578997,0.26489324843718787,0.24585723143861726,0.03277621990819156,0.27016653352994013,0.03569497027719765
1854,0.6672,0.9092152324153238,0.1362039726852042,0.02726072120797081,0.06307964401858969,0.00044440235811589755,0.08927769850523709,0.013571249467211674,0.27078492179022934,0.29757670793122976,0.03170120956844517,0.07009947246776646
1809,0.667,0.7866604292210835,0.045576698104531556,0.053028421480250956,0.06669520686459819,0.0936159424340675,0.06879372627725883,0.09605964954966431,0.37607520828772334,0.10325440817153488,0.06836018207909442,0.028540556751276088
3731,0.6654,0.9193367680617637,0.0914495236739043,0.017223185426733168,0.03747889697299994,0.025961149538503144,0.06551575737638723,0.14230396921602384,0.2676151975160191,0.24456673216499228,0.03414152644214542,0.07374406167229157
2010,0.6652,0.7769362229620729,0.12749300707308803,0.08338448001309186,0.07768097819969987,0.06199831882513538,0.11712147853601226,0.012233127986602647,0.3571194383170604,0.0071408100455208085,0.1514307940780559,0.004397566925732742
4850,0.6643,0.906200456071644,0.1626738343263521,0.04658642005243745,0.014358202719113727,0.03285492115680477,0.013005464219943334,0.002691120117510462,0.21570181600047286,0.24723986343625962,0.24725773255329228,0.017630625417813316
168,0.6639,0.8773107331380405,0.01089546735198606,0.036681677059395935,0.020885576486156462,0.06512201331640698,0.19015733782108601,0.027895046788524374,0.40034726645003893,0.12051127123442704,0.010250257020121743,0.11725408647185638
715,0.6638,0.7880557321135121,0.06406219479890214,0.03368104609249889,0.16015216549875078,0.018111056295238372,0.03141567418165356,0.08850235898426762,0.37328451482063946,0.05981910477352205,0.09061435908730892,0.08035752546721829
4233,0.6633,0.9581885025776745,0.2469307263903633,0.009779690012287024,0.00649396404708651,0.025537843362951923,0.01382426762883222,0.23277652425104212,0.16488897255875784,0.02462826045710298,0.2616898387641302,0.013449912527445828
3667,0.6628,0.8668486737313765,0.08971389426944296,0.12275488782433164,0.0027022210512443077,0.007694217393047478,0.06945627617540258,0.06203268806587166,0.2893790360990404,0.03686779815934129,0.23939251518561694,0.08000646577666083
1127,0.6621,0.7296629251251792,0.10080585114178936,0.005025633532342831,0.2644350941313915,0.0008763472110866072,0.021615380432572964,0.05713553932473943,0.37439253933551336,0.11271637594764965,0.03632216400036082,0.02667507494255358
4116,0.6617,0.8302496923118146,0.2522667388664486,0.014040690559654965,0.056225228458856184,0.09948438866967427,0.03537925661464673,0.07283536762261657,0.3347046691980544,0.043014348574595504,0.07631635744129163,0.015732953994161098
3636,0.6606,0.8106342567713452,0.13753020225132004,0.0030291439687794254,0.16145035071876648,0.024886248541108883,0.026411953418286872,0.14519107433611136,0.3386007638322827,0.07295423649300169,0.031338037475111984,0.058607988965230604
2601,0.6606,0.9245321269756503,0.16965673202839038,0.045541211245261365,0.01945443537408687,0.010472226405001336,0.16286159158000618,0.13750696442202334,0.25832609650042504,0.021798264475852876,0.11072274189838364,0.06365973607056893
4097,0.6606,0.9368515599856407,0.0010835193753815408,0.002538685787106153,0.018619463510301373,0.041990290716951706,0.2009475786703885,0.027567358433455254,0.25202720627541464,0.2649411580472396,0.15019665602362672,0.040088083160134465
442,0.6603,0.8599666603342266,0.2583967569251493,0.00012685550220250632,0.1006744001502468,0.039232084013324245,0.04311085076172183,0.17289977821626643,0.3122848776214938,0.015900402228857878,0.0037219948915207584,0.05365199968921657
406,0.6594,0.8253670972738416,0.1610852703536413,0.01809903526340088,0.05100000280738704,0.10553386465537033,0.09484768319732556,0.04265998981250466,0.4060932825171853,0.01404154420512898,0.033656317246659524,0.07298300994139625
2307,0.6588,0.8556394537279454,0.04679513704658155,0.05488046284721749,0.023930228459172018,0.06554985496566529,0.011728923210883816,0.09572837273576834,0.2965824709589699,0.0024700853707678716,0.34946421238096764,0.05287025202400622
3398,0.6585,0.8518377253974,0.22143125673537822,0.023569384561876273,0.11750096251648222,0.007091927524241624,0.043005591805573604,0.06333397675607504,0.2777129294204536,0.10325413104981253,0.10341785259312974,0.03968198703697721
4784,0.6582,0.9680874197909541,0.3627647323925809,0.023902173641245323,0.0011472101243513277,0.006863196443449323,0.002305060025629742,0.04181869716484403,0.267076481698021,0.1470328681257041,0.01856292749301653,0.1285266528911577
2269,0.6576,0.8477428213565285,0.012586121180331292,0.06015525677364332,0.04469972336028891,0.04740219850953928,0.09795056419405335,0.30515859845848037,0.29829557633227577,0.07071159403511133,0.02493034331209522,0.03811002384418115
1321,0.6576,0.9312601538743015,0.010576786579161444,0.013720126512374182,0.04682214963306536,0.008197569980259061,0.25655963359565886,0.10418155932137439,0.27731102212711395,0.1926157895121516,0.02635464387636946,0.06366071886247168
2130,0.6569,0.7893299436142209,0.052944516165568986,0.05934114785461238,0.1490377982917967,0.002291110239370222,0.05179522766692305,0.012847686417631711,0.3675326486550076,0.20673928943577774,0.013144452708962306,0.08432612256434942
4329,0.6561,0.8353919790916222,0.03501326264100571,0.0606807853643946,0.0381258010651997,0.0658014344787834,0.19985317194417443,0.02018760560481623,0.3834261523930007,0.085700718343835,0.03504406040860212,0.07616700775618812
146,0.6559,0.9033765647394859,0.19734744187482725,0.041285438560132004,0.023271499339316236,0.03206649736106603,0.05123707390972841,0.12729441450609952,0.20994828988284608,0.2701225356618954,0.037563992287242116,0.009862816616846968
2171,0.6553,0.7617034403255523,0.04555108226203272,0.08643648665841182,0.12720240478916753,0.024657668226868566,0.004001215470412371,0.07729475039169434,0.36646118754178947,0.07441066166578793,0.12549397768777742,0.06849056530605788
315,0.6551,0.8366765109953256,0.23824192477859796,0.025262302371108967,0.037126339763369515,0.10093484687019577,0.02210890902275343,0.052852862789223985,0.326592842345574,0.12439608559498488,0.046651995638476426,0.02583189082571505
1009,0.6548,0.7526475098315282,0.021902106884904127,0.0430293392263795,0.12205931845772046,0.08226383248437164,0.04632614182955051,0.020375455933594133,0.37846864584940604,0.12255676426704261,0.1399306495192846,0.023087745547746154
